id,consumption,datetime
83653,0.976,2022-01-12 05:54:12
83815,0.966,2022-01-12 06:14:32
84627,0.892,2022-01-12 06:33:53
84062,2.03,2022-01-12 07:18:18
84842,0.866,2022-01-12 07:37:25
83363,1.046,2022-01-12 07:59:37
84293,0.902,2022-01-12 08:19:26
83218,0.952,2022-01-12 08:39:49
84685,2.038,2022-01-12 09:23:58
84900,0.956,2022-01-12 09:43:59
83595,0.912,2022-01-12 10:04:12
83844,0.954,2022-01-12 10:24:22
84323,0.972,2022-01-12 10:45:25
84656,0.99,2022-01-12 11:06:38
84813,1.036,2022-01-12 11:28:52
84453,1.0,2022-01-12 11:50:24
83873,1.044,2022-01-12 12:12:46
83247,1.012,2022-01-12 12:34:45
83392,0.972,2022-01-12 12:55:41
84482,0.908,2022-01-12 13:15:58
83537,1.032,2022-01-12 13:37:33
84178,0.948,2022-01-12 13:58:10
84772,1.088,2022-01-12 14:21:59
84265,0.914,2022-01-12 14:41:57
84569,0.978,2022-01-12 15:02:48
83960,0.988,2022-01-12 15:23:48
83305,0.936,2022-01-12 15:44:27
83566,0.98,2022-01-12 16:05:16
83450,1.956,2022-01-12 16:48:04
84004,0.984,2022-01-12 17:08:59
84033,1.946,2022-01-12 17:51:10
84207,1.016,2022-01-12 18:13:17
84540,0.906,2022-01-12 18:32:30
83334,0.92,2022-01-12 18:52:39
83711,1.038,2022-01-12 19:14:39
83682,0.942,2022-01-12 19:35:35
83479,1.978,2022-01-12 20:17:45
84743,1.022,2022-01-12 20:39:37
84149,8.248,2022-01-12 21:01:01
84871,9.536,2022-01-12 21:22:55
84236,10.338,2022-01-12 21:45:59
84366,9.226,2022-01-12 22:06:52
83931,9.172,2022-01-12 22:27:42
83189,9.412,2022-01-12 22:48:43
83508,8.844,2022-01-12 23:08:35
83740,9.172,2022-01-12 23:29:08
84395,5.748,2022-01-12 23:54:04
92451,1.03,2022-01-13 00:16:02
91395,1.008,2022-01-13 00:38:09
91859,2.084,2022-01-13 01:23:11
91163,0.942,2022-01-13 01:43:54
91018,1.008,2022-01-13 02:05:35
92509,0.95,2022-01-13 02:26:03
91929,1.022,2022-01-13 02:48:48
91685,0.93,2022-01-13 03:08:51
91453,1.014,2022-01-13 03:31:00
91279,1.96,2022-01-13 04:13:39
92480,0.982,2022-01-13 04:34:42
90989,1.018,2022-01-13 04:57:18
91366,2.074,2022-01-13 05:42:00
92277,0.988,2022-01-13 06:03:33
92306,1.012,2022-01-13 06:25:28
90902,0.93,2022-01-13 06:46:17
92132,1.04,2022-01-13 07:08:47
91308,0.962,2022-01-13 07:29:31
92422,0.87,2022-01-13 07:48:34
91987,1.924,2022-01-13 08:30:00
91540,0.924,2022-01-13 08:49:35
91627,0.936,2022-01-13 09:09:56
91424,0.984,2022-01-13 09:31:21
91134,0.976,2022-01-13 09:52:05
90856,3.132,2022-01-13 10:34:11
92103,0.984,2022-01-13 10:55:46
91250,0.98,2022-01-13 11:16:24
91743,1.004,2022-01-13 11:38:06
91656,0.964,2022-01-13 11:58:56
90960,0.944,2022-01-13 12:19:45
91598,0.968,2022-01-13 12:40:13
91958,0.906,2022-01-13 12:59:55
92393,1.014,2022-01-13 13:21:41
91105,0.988,2022-01-13 13:43:25
92219,1.008,2022-01-13 14:05:10
90885,1.056,2022-01-13 14:27:29
92161,0.966,2022-01-13 14:48:25
91830,0.994,2022-01-13 15:09:56
91714,0.964,2022-01-13 15:31:13
92538,1.948,2022-01-13 16:12:51
91221,0.982,2022-01-13 16:34:39
91482,0.958,2022-01-13 16:54:44
91076,0.912,2022-01-13 17:14:28
92016,0.938,2022-01-13 17:35:16
90827,1.002,2022-01-13 17:56:43
91772,0.94,2022-01-13 18:17:03
91337,1.096,2022-01-13 18:40:13
92335,1.018,2022-01-13 19:02:14
91511,5.014,2022-01-13 19:43:24
91569,8.784,2022-01-13 20:02:46
91192,9.468,2022-01-13 20:24:07
92248,8.688,2022-01-13 20:44:14
92045,9.384,2022-01-13 21:04:45
92190,9.208,2022-01-13 21:25:57
90931,8.864,2022-01-13 21:47:35
91801,8.14,2022-01-13 22:08:07
92364,16.756,2022-01-13 22:50:11
91900,9.368,2022-01-13 23:12:43
92074,7.662,2022-01-13 23:32:56
91047,0.922,2022-01-13 23:53:50
90796,0.98,2022-01-14 00:14:36
90346,0.94,2022-01-14 00:35:21
90230,1.052,2022-01-14 00:57:45
91322,0.94,2022-01-14 01:18:20
91872,1.868,2022-01-14 01:59:13
89962,0.972,2022-01-14 02:20:16
91609,0.96,2022-01-14 02:41:32
91725,0.978,2022-01-14 03:02:54
90609,0.918,2022-01-14 03:23:18
90520,0.944,2022-01-14 03:43:43
91085,0.96,2022-01-14 04:04:15
90825,0.93,2022-01-14 04:25:06
90404,0.974,2022-01-14 04:46:05
90941,0.92,2022-01-14 05:05:39
90667,0.956,2022-01-14 05:26:39
91293,0.892,2022-01-14 05:46:26
91727,0.948,2022-01-14 06:06:54
89991,0.956,2022-01-14 06:27:59
91843,0.936,2022-01-14 06:48:38
90049,1.016,2022-01-14 07:10:11
91638,0.932,2022-01-14 07:30:37
91159,0.936,2022-01-14 07:50:50
91056,0.938,2022-01-14 08:11:36
90709,0.988,2022-01-14 08:32:54
90360,0.99,2022-01-14 08:53:47
90912,0.978,2022-01-14 09:15:44
91464,0.948,2022-01-14 09:35:46
91756,0.974,2022-01-14 09:56:53
90580,0.9,2022-01-14 10:16:39
91814,0.98,2022-01-14 10:37:38
90491,0.94,2022-01-14 10:58:23
91027,0.946,2022-01-14 11:18:49
91177,0.938,2022-01-14 11:39:29
90738,0.954,2022-01-14 11:59:49
90259,1.012,2022-01-14 12:21:21
90883,0.882,2022-01-14 12:41:00
91264,0.948,2022-01-14 13:01:24
91667,0.94,2022-01-14 13:21:34
90103,0.916,2022-01-14 13:41:40
90578,0.964,2022-01-14 14:02:46
90767,0.95,2022-01-14 14:23:27
90190,0.906,2022-01-14 14:42:30
90433,0.98,2022-01-14 15:03:56
91580,0.93,2022-01-14 15:24:23
90288,0.968,2022-01-14 15:44:53
90020,0.912,2022-01-14 16:04:52
91901,0.962,2022-01-14 16:25:44
91235,0.916,2022-01-14 16:46:01
91408,0.924,2022-01-14 17:05:54
90680,0.956,2022-01-14 17:26:23
90549,0.88,2022-01-14 17:46:14
91696,1.016,2022-01-14 18:07:35
91551,0.876,2022-01-14 18:26:30
90161,0.976,2022-01-14 18:47:57
90999,0.962,2022-01-14 19:09:09
90317,0.95,2022-01-14 19:29:47
91785,0.962,2022-01-14 19:50:41
91380,0.914,2022-01-14 20:09:50
91206,0.972,2022-01-14 20:31:09
91130,1.896,2022-01-14 21:11:58
90462,0.964,2022-01-14 21:32:46
91522,0.928,2022-01-14 21:52:55
90127,0.948,2022-01-14 22:13:15
90854,0.938,2022-01-14 22:34:06
90970,1.01,2022-01-14 22:55:23
90638,0.992,2022-01-14 23:16:32
91351,0.992,2022-01-14 23:38:03
91493,0.948,2022-01-14 23:58:52
78047,0.95,2022-01-15 00:19:48
78279,0.986,2022-01-15 00:40:47
77752,0.904,2022-01-15 01:00:51
77376,0.924,2022-01-15 01:20:26
78789,1.12,2022-01-15 01:45:19
77868,0.946,2022-01-15 02:05:56
78656,2.022,2022-01-15 02:49:43
78540,1.83,2022-01-15 03:29:16
77954,1.774,2022-01-15 04:08:42
78424,0.998,2022-01-15 04:29:45
77723,0.842,2022-01-15 04:48:24
78076,0.964,2022-01-15 05:09:41
78511,0.972,2022-01-15 05:30:53
78163,0.964,2022-01-15 05:51:36
78905,0.928,2022-01-15 06:12:10
77434,0.906,2022-01-15 06:31:39
78308,0.916,2022-01-15 06:51:29
77896,0.938,2022-01-15 07:12:01
77578,0.964,2022-01-15 07:33:15
78569,0.932,2022-01-15 07:53:49
77347,1.028,2022-01-15 08:15:42
77983,0.948,2022-01-15 08:36:34
77694,1.824,2022-01-15 09:15:53
78847,0.976,2022-01-15 09:37:12
78760,0.914,2022-01-15 09:57:38
78337,0.938,2022-01-15 10:18:02
77405,0.938,2022-01-15 10:38:02
78627,0.998,2022-01-15 10:59:38
78482,0.92,2022-01-15 11:19:47
78192,0.994,2022-01-15 11:41:28
77607,1.956,2022-01-15 12:29:14
77839,0.978,2022-01-15 12:50:46
77312,2.906,2022-01-15 13:55:42
78395,0.98,2022-01-15 14:17:07
77665,0.962,2022-01-15 14:38:41
78876,0.9,2022-01-15 14:58:34
78012,0.948,2022-01-15 15:19:00
78731,0.94,2022-01-15 15:39:56
78221,0.918,2022-01-15 16:00:00
77521,0.884,2022-01-15 16:19:29
77283,0.99,2022-01-15 16:42:06
77463,1.122,2022-01-15 17:06:45
78105,1.85,2022-01-15 17:47:08
77636,0.968,2022-01-15 18:08:58
78818,0.932,2022-01-15 18:29:02
78250,1.78,2022-01-15 19:08:51
77492,0.954,2022-01-15 19:29:05
78018,1.862,2022-01-15 20:10:06
77550,0.9,2022-01-15 20:30:10
77810,0.988,2022-01-15 20:51:22
77341,0.922,2022-01-15 21:12:04
77925,0.966,2022-01-15 21:33:25
78134,1.162,2022-01-15 21:58:20
78366,0.926,2022-01-15 22:18:37
77781,0.964,2022-01-15 22:39:24
78598,1.812,2022-01-15 23:18:40
78453,1.01,2022-01-15 23:40:37
88809,0.898,2022-01-16 00:00:18
88980,0.896,2022-01-16 00:20:25
89388,0.932,2022-01-16 00:40:11
89736,0.888,2022-01-16 00:59:23
90248,0.892,2022-01-16 01:19:34
89899,0.94,2022-01-16 01:39:48
89591,1.016,2022-01-16 02:01:41
90490,0.92,2022-01-16 02:22:24
89110,0.988,2022-01-16 02:43:11
90122,1.088,2022-01-16 03:07:24
89168,1.882,2022-01-16 03:48:02
88830,0.878,2022-01-16 04:07:36
89620,0.964,2022-01-16 04:28:11
90432,0.89,2022-01-16 04:47:53
88951,0.99,2022-01-16 05:09:46
90276,0.996,2022-01-16 05:30:39
89348,0.892,2022-01-16 05:50:41
89754,1.178,2022-01-16 06:16:14
90519,0.906,2022-01-16 06:35:28
89870,0.906,2022-01-16 06:55:49
90093,0.958,2022-01-16 07:16:02
89649,0.948,2022-01-16 07:37:02
88859,0.972,2022-01-16 07:57:58
89562,2.022,2022-01-16 08:41:41
90403,0.938,2022-01-16 09:02:20
89304,1.892,2022-01-16 09:43:24
89841,1.876,2022-01-16 10:23:56
90006,0.992,2022-01-16 10:45:48
89139,1.008,2022-01-16 11:07:15
88780,0.944,2022-01-16 11:27:48
89941,0.96,2022-01-16 11:48:30
89446,1.852,2022-01-16 12:29:17
89023,0.908,2022-01-16 12:48:40
90035,1.046,2022-01-16 13:11:00
90218,0.934,2022-01-16 13:31:29
90577,1.02,2022-01-16 13:53:19
89255,1.008,2022-01-16 14:15:13
89783,0.996,2022-01-16 14:37:02
90374,0.984,2022-01-16 14:58:20
89912,0.88,2022-01-16 15:17:53
89533,0.92,2022-01-16 15:37:35
89417,0.926,2022-01-16 15:57:47
90064,0.984,2022-01-16 16:18:42
89319,0.942,2022-01-16 16:38:54
90189,0.98,2022-01-16 17:00:07
89197,1.052,2022-01-16 17:23:13
90316,0.98,2022-01-16 17:44:07
89812,1.016,2022-01-16 18:06:07
88904,0.936,2022-01-16 18:26:45
89707,1.912,2022-01-16 19:07:50
89977,1.044,2022-01-16 19:30:20
90461,0.962,2022-01-16 19:51:37
89504,0.958,2022-01-16 20:11:46
89275,1.044,2022-01-16 20:34:09
89081,1.064,2022-01-16 20:56:58
90548,0.952,2022-01-16 21:17:11
88933,0.964,2022-01-16 21:38:23
90345,0.97,2022-01-16 21:59:11
89226,0.996,2022-01-16 22:20:10
89678,0.982,2022-01-16 22:41:35
89475,1.02,2022-01-16 23:03:01
90160,0.994,2022-01-16 23:24:16
89052,0.942,2022-01-16 23:44:30
90212,1.956,2022-01-17 00:27:05
91343,0.986,2022-01-17 00:48:14
91488,0.934,2022-01-17 01:08:30
91256,2.034,2022-01-17 01:52:32
90879,0.99,2022-01-17 02:14:05
90038,0.96,2022-01-17 02:34:52
90502,0.958,2022-01-17 02:55:26
90444,0.974,2022-01-17 03:16:45
89951,0.892,2022-01-17 03:36:08
90937,0.96,2022-01-17 03:57:15
90705,0.948,2022-01-17 04:18:01
90589,1.052,2022-01-17 04:40:38
91111,0.92,2022-01-17 05:00:21
90328,0.996,2022-01-17 05:22:05
91372,1.008,2022-01-17 05:43:53
91285,1.96,2022-01-17 06:26:26
90908,0.924,2022-01-17 06:46:33
90850,0.95,2022-01-17 07:07:39
90473,0.922,2022-01-17 07:27:11
90241,1.94,2022-01-17 08:09:00
90676,1.016,2022-01-17 08:30:37
90357,1.942,2022-01-17 09:12:18
91459,0.886,2022-01-17 09:31:26
91314,1.04,2022-01-17 09:53:32
90647,0.874,2022-01-17 10:12:48
90821,2.082,2022-01-17 10:57:26
89980,0.98,2022-01-17 11:18:15
91082,0.972,2022-01-17 11:38:42
90299,0.996,2022-01-17 12:00:01
90415,1.02,2022-01-17 12:22:11
91401,1.032,2022-01-17 12:44:38
90067,1.148,2022-01-17 13:09:12
91227,0.974,2022-01-17 13:30:04
90270,1.078,2022-01-17 13:53:11
90183,0.996,2022-01-17 14:14:32
91053,1.966,2022-01-17 14:57:23
91140,1.022,2022-01-17 15:19:01
90734,0.99,2022-01-17 15:40:18
90386,1.884,2022-01-17 16:21:29
91430,1.99,2022-01-17 17:03:58
90009,0.922,2022-01-17 17:23:56
91024,0.966,2022-01-17 17:44:47
91169,0.952,2022-01-17 18:05:46
90096,2.894,2022-01-17 19:07:49
90792,1.046,2022-01-17 19:30:18
90154,0.944,2022-01-17 19:50:33
91517,1.056,2022-01-17 20:13:06
90560,1.024,2022-01-17 20:35:39
90531,1.014,2022-01-17 20:57:05
90995,1.026,2022-01-17 21:19:25
90763,0.944,2022-01-17 21:39:45
90618,0.99,2022-01-17 22:00:59
91198,3.922,2022-01-17 22:22:31
90125,9.904,2022-01-17 22:45:18
89922,9.492,2022-01-17 23:06:53
90966,18.872,2022-01-17 23:49:17
93404,10.176,2022-01-18 00:11:58
94129,6.606,2022-01-18 00:34:57
92592,3.298,2022-01-18 00:55:40
93723,3.914,2022-01-18 01:16:58
92911,7.842,2022-01-18 01:59:24
93027,2.276,2022-01-18 02:18:46
93230,6.688,2022-01-18 03:00:32
93520,3.7,2022-01-18 03:21:39
92795,3.268,2022-01-18 03:40:50
93984,3.266,2022-01-18 04:02:12
94158,3.758,2022-01-18 04:22:56
93752,2.56,2022-01-18 04:43:12
93201,3.686,2022-01-18 05:04:36
92882,3.486,2022-01-18 05:24:45
93317,6.636,2022-01-18 06:07:17
93868,3.9,2022-01-18 06:27:52
93143,2.744,2022-01-18 06:48:28
92563,9.384,2022-01-18 07:31:59
93955,7.924,2022-01-18 07:52:30
93781,9.564,2022-01-18 08:13:46
93433,8.802,2022-01-18 08:34:11
94100,8.654,2022-01-18 08:55:47
93288,8.388,2022-01-18 09:16:27
93665,7.752,2022-01-18 09:38:40
92940,7.142,2022-01-18 09:59:45
93897,6.502,2022-01-18 10:21:04
93114,6.236,2022-01-18 10:40:27
92766,5.808,2022-01-18 11:01:47
94013,4.792,2022-01-18 11:21:40
92853,4.68,2022-01-18 11:42:55
93259,6.758,2022-01-18 12:18:47
93491,5.13,2022-01-18 12:40:56
93346,4.98,2022-01-18 13:03:34
92708,3.448,2022-01-18 13:24:42
93839,8.36,2022-01-18 14:05:35
93810,2.462,2022-01-18 14:27:33
94071,3.658,2022-01-18 14:46:28
93578,2.546,2022-01-18 15:07:36
94187,3.35,2022-01-18 15:27:43
93462,3.5,2022-01-18 15:48:17
93375,2.558,2022-01-18 16:07:36
93636,7.826,2022-01-18 16:53:10
93085,3.708,2022-01-18 17:15:13
94042,4.216,2022-01-18 17:37:12
92621,10.592,2022-01-18 18:17:46
92824,6.11,2022-01-18 18:38:37
93056,10.618,2022-01-18 19:20:11
92737,13.772,2022-01-18 20:03:51
92998,13.396,2022-01-18 20:44:19
92969,7.242,2022-01-18 21:04:21
93549,6.182,2022-01-18 21:23:53
92650,7.352,2022-01-18 21:43:52
93694,6.904,2022-01-18 22:05:29
94216,7.7,2022-01-18 22:26:11
93172,7.728,2022-01-18 22:47:38
93607,7.282,2022-01-18 23:07:40
92679,7.238,2022-01-18 23:28:26
93926,8.098,2022-01-18 23:49:40
92778,5.766,2022-01-19 00:09:50
92314,3.002,2022-01-19 00:30:27
93491,2.034,2022-01-19 00:51:32
92981,2.696,2022-01-19 01:12:38
92285,2.562,2022-01-19 01:33:37
92141,2.092,2022-01-19 01:55:28
92112,2.702,2022-01-19 02:15:17
92656,2.924,2022-01-19 02:36:23
92511,2.176,2022-01-19 02:57:20
92540,3.376,2022-01-19 03:18:49
93346,2.124,2022-01-19 03:38:52
93184,2.77,2022-01-19 03:58:39
93852,2.84,2022-01-19 04:19:51
92257,3.586,2022-01-19 04:41:18
93520,2.216,2022-01-19 05:01:29
92170,3.696,2022-01-19 05:21:51
92685,2.302,2022-01-19 05:42:49
92749,3.702,2022-01-19 06:02:24
93608,2.504,2022-01-19 06:23:36
92343,4.004,2022-01-19 06:45:38
92199,3.352,2022-01-19 07:06:38
92952,4.832,2022-01-19 07:27:40
92366,9.5,2022-01-19 07:48:51
93637,9.232,2022-01-19 08:09:26
93317,8.598,2022-01-19 08:30:45
93549,7.85,2022-01-19 08:52:09
93155,15.676,2022-01-19 09:33:57
92395,5.39,2022-01-19 09:53:50
93666,5.306,2022-01-19 10:14:22
92714,5.082,2022-01-19 10:34:36
93578,4.228,2022-01-19 10:56:47
93010,4.642,2022-01-19 11:17:47
92807,3.776,2022-01-19 11:40:18
93823,3.612,2022-01-19 12:01:19
93433,4.21,2022-01-19 12:23:22
93404,3.362,2022-01-19 12:46:35
92865,2.75,2022-01-19 13:08:32
93375,5.456,2022-01-19 13:50:29
93126,2.158,2022-01-19 14:12:49
92424,2.694,2022-01-19 14:34:13
92598,1.898,2022-01-19 14:56:27
93728,1.926,2022-01-19 15:17:04
93039,2.118,2022-01-19 15:39:18
92453,2.098,2022-01-19 16:01:37
92627,2.142,2022-01-19 16:22:20
92836,2.042,2022-01-19 16:42:22
93288,5.366,2022-01-19 17:22:17
92923,8.07,2022-01-19 18:06:32
93068,3.854,2022-01-19 18:28:04
93765,10.212,2022-01-19 19:09:40
93242,5.208,2022-01-19 19:30:23
92894,5.18,2022-01-19 19:50:58
93462,5.636,2022-01-19 20:10:35
93259,6.352,2022-01-19 20:31:23
92569,13.062,2022-01-19 21:14:25
92482,6.364,2022-01-19 21:33:50
93213,6.14,2022-01-19 21:53:35
93699,6.908,2022-01-19 22:15:22
93097,7.722,2022-01-19 22:36:29
92228,6.66,2022-01-19 22:57:15
93794,7.848,2022-01-19 23:18:32
97777,14.048,2022-01-20 00:00:17
96385,6.624,2022-01-20 00:21:06
97023,2.948,2022-01-20 00:42:08
97052,2.948,2022-01-20 00:42:08
96530,1.836,2022-01-20 01:02:45
96617,2.136,2022-01-20 01:24:15
97400,1.842,2022-01-20 01:43:39
97487,1.994,2022-01-20 02:04:08
96443,1.832,2022-01-20 02:24:01
97980,4.664,2022-01-20 03:06:05
96791,4.038,2022-01-20 03:47:18
97806,2.118,2022-01-20 04:06:44
96994,2.224,2022-01-20 04:27:15
97197,5.676,2022-01-20 05:12:25
97429,5.25,2022-01-20 05:55:46
98009,3.474,2022-01-20 06:16:38
97545,2.248,2022-01-20 06:37:32
96501,3.27,2022-01-20 06:58:01
97835,2.22,2022-01-20 07:17:57
97864,4.706,2022-01-20 07:37:37
96820,8.76,2022-01-20 07:58:53
96646,12.848,2022-01-20 08:38:32
97168,6.144,2022-01-20 08:59:49
97516,6.668,2022-01-20 09:21:50
97951,5.924,2022-01-20 09:43:03
97690,4.916,2022-01-20 10:03:07
97893,7.66,2022-01-20 10:44:35
96965,3.292,2022-01-20 11:04:59
97313,3.038,2022-01-20 11:24:59
97719,3.602,2022-01-20 11:47:31
96414,2.314,2022-01-20 12:08:36
97574,2.682,2022-01-20 12:30:59
96849,2.576,2022-01-20 12:52:15
96907,2.612,2022-01-20 13:16:59
96675,1.04,2022-01-20 13:37:50
97371,2.96,2022-01-20 14:20:57
97632,1.626,2022-01-20 14:41:55
97139,1.994,2022-01-20 15:25:01
97748,0.9,2022-01-20 15:45:03
96936,0.906,2022-01-20 16:04:38
98038,2.478,2022-01-20 16:48:03
96588,1.704,2022-01-20 17:09:15
97342,1.548,2022-01-20 17:28:37
97284,3.588,2022-01-20 17:50:05
96762,2.736,2022-01-20 18:11:26
97661,3.018,2022-01-20 18:32:30
96472,4.574,2022-01-20 18:53:25
97081,4.236,2022-01-20 19:14:01
96733,9.28,2022-01-20 19:55:52
96559,7.24,2022-01-20 20:21:01
96878,6.196,2022-01-20 20:44:24
97458,4.804,2022-01-20 21:03:39
97226,5.676,2022-01-20 21:24:09
97922,5.128,2022-01-20 21:43:55
97110,5.732,2022-01-20 22:04:41
96704,5.928,2022-01-20 22:26:36
97603,6.432,2022-01-20 22:47:26
96356,13.092,2022-01-20 23:27:57
97255,6.788,2022-01-20 23:47:55
47,4.4,2022-01-21 00:09:17
17,2.004,2022-01-21 00:29:42
30,1.94,2022-01-21 00:51:24
23,2.796,2022-01-21 01:11:31
0,4.632,2022-01-21 01:57:23
5,2.128,2022-01-21 02:18:58
28,2.068,2022-01-21 02:39:59
42,3.144,2022-01-21 03:02:12
56,1.912,2022-01-21 03:21:59
33,2.326,2022-01-21 03:43:43
52,5.186,2022-01-21 04:27:39
22,3.286,2022-01-21 04:48:00
16,2.494,2022-01-21 05:10:23
34,3.704,2022-01-21 05:32:15
1,6.08,2022-01-21 06:15:59
57,2.202,2022-01-21 06:38:01
9,3.376,2022-01-21 06:59:18
31,4.83,2022-01-21 07:21:31
46,12.614,2022-01-21 08:02:30
21,5.822,2022-01-21 08:22:26
51,5.364,2022-01-21 08:41:33
7,7.032,2022-01-21 09:03:38
15,4.914,2022-01-21 09:24:08
45,4.908,2022-01-21 09:44:18
27,4.514,2022-01-21 10:03:46
54,3.66,2022-01-21 10:24:18
38,6.67,2022-01-21 11:05:59
43,3.936,2022-01-21 11:27:42
26,2.254,2022-01-21 11:48:20
14,2.808,2022-01-21 12:08:57
6,2.212,2022-01-21 12:29:47
50,2.4,2022-01-21 12:50:52
2,3.194,2022-01-21 13:11:00
55,1.994,2022-01-21 13:33:05
36,4.968,2022-01-21 14:19:55
8,2.202,2022-01-21 14:40:09
12,3.062,2022-01-21 15:01:17
3,2.038,2022-01-21 15:22:43
24,8.702,2022-01-21 16:25:35
48,2.688,2022-01-21 16:46:25
40,4.22,2022-01-21 17:07:57
19,4.472,2022-01-21 17:29:06
11,4.77,2022-01-21 17:50:18
29,3.598,2022-01-21 18:10:17
35,5.144,2022-01-21 18:30:35
44,5.692,2022-01-21 18:51:26
53,6.092,2022-01-21 19:13:23
49,6.032,2022-01-21 19:33:56
10,5.108,2022-01-21 19:54:31
39,5.406,2022-01-21 20:15:46
32,5.258,2022-01-21 20:35:40
20,7.994,2022-01-21 20:56:49
25,6.542,2022-01-21 21:19:18
37,6.352,2022-01-21 21:39:48
4,7.428,2022-01-21 22:01:21
13,6.9,2022-01-21 22:21:13
58,14.232,2022-01-21 23:02:36
18,6.758,2022-01-21 23:23:16
41,5.904,2022-01-21 23:45:25
83,0.996,2022-01-22 00:07:17
101,0.874,2022-01-22 00:26:32
121,1.032,2022-01-22 00:48:54
79,0.94,2022-01-22 01:09:53
118,0.968,2022-01-22 01:30:46
88,0.992,2022-01-22 01:52:21
62,0.93,2022-01-22 02:13:08
104,1.002,2022-01-22 02:35:00
117,0.944,2022-01-22 02:55:47
111,0.984,2022-01-22 03:16:34
97,0.854,2022-01-22 03:35:40
84,0.962,2022-01-22 03:56:42
61,0.92,2022-01-22 04:16:54
74,0.938,2022-01-22 04:36:51
100,0.92,2022-01-22 04:56:48
77,0.974,2022-01-22 05:18:08
87,0.98,2022-01-22 05:39:36
63,0.912,2022-01-22 05:59:27
103,0.944,2022-01-22 06:20:11
93,0.95,2022-01-22 06:41:18
69,0.918,2022-01-22 07:01:21
116,2.972,2022-01-22 08:05:49
78,0.908,2022-01-22 08:25:46
110,0.928,2022-01-22 08:45:55
89,0.996,2022-01-22 09:07:23
64,0.982,2022-01-22 09:28:49
105,0.926,2022-01-22 09:49:01
73,0.92,2022-01-22 10:09:09
92,0.954,2022-01-22 10:30:11
70,0.926,2022-01-22 10:50:36
59,0.968,2022-01-22 11:11:10
119,0.876,2022-01-22 11:30:27
114,0.936,2022-01-22 11:50:53
90,1.9,2022-01-22 12:32:55
65,0.95,2022-01-22 12:53:24
85,0.97,2022-01-22 13:14:55
106,0.916,2022-01-22 13:35:00
76,0.928,2022-01-22 13:55:19
102,0.94,2022-01-22 14:16:03
94,0.908,2022-01-22 14:36:08
80,0.862,2022-01-22 14:55:29
60,1.034,2022-01-22 15:17:58
66,0.988,2022-01-22 15:39:43
107,0.9,2022-01-22 15:59:53
71,0.94,2022-01-22 16:20:13
112,0.888,2022-01-22 16:39:54
109,0.95,2022-01-22 17:01:28
120,0.918,2022-01-22 17:21:40
113,0.894,2022-01-22 17:40:52
98,1.014,2022-01-22 18:03:13
95,0.958,2022-01-22 18:24:43
81,0.934,2022-01-22 18:44:49
86,1.9,2022-01-22 19:26:46
67,0.972,2022-01-22 19:48:33
108,1.072,2022-01-22 20:11:32
72,0.908,2022-01-22 20:31:53
75,1.844,2022-01-22 21:12:20
96,1.84,2022-01-22 21:52:48
115,0.916,2022-01-22 22:12:42
99,0.94,2022-01-22 22:32:41
82,1.006,2022-01-22 22:55:25
122,0.924,2022-01-22 23:15:27
91,0.874,2022-01-22 23:34:33
68,1.1,2022-01-22 23:58:14
158,0.888,2022-01-23 00:17:52
173,0.932,2022-01-23 00:38:00
137,0.89,2022-01-23 00:58:05
182,1.83,2022-01-23 01:37:30
164,0.992,2022-01-23 01:59:21
141,1.048,2022-01-23 02:22:44
160,0.976,2022-01-23 02:43:42
128,0.84,2022-01-23 03:02:29
144,0.916,2022-01-23 03:22:27
130,0.976,2022-01-23 03:43:38
166,1.88,2022-01-23 04:24:50
178,0.886,2022-01-23 04:44:40
174,0.918,2022-01-23 05:04:43
142,0.974,2022-01-23 05:25:27
157,0.966,2022-01-23 05:46:31
181,0.916,2022-01-23 06:06:48
124,2.864,2022-01-23 06:27:07
127,8.682,2022-01-23 06:46:39
136,13.158,2022-01-23 07:17:13
132,9.616,2022-01-23 07:38:09
152,18.39,2022-01-23 08:19:57
143,8.244,2022-01-23 08:41:02
172,7.21,2022-01-23 09:00:57
177,7.844,2022-01-23 09:20:53
123,16.572,2022-01-23 10:05:53
168,6.46,2022-01-23 10:26:34
135,6.88,2022-01-23 10:47:17
163,6.392,2022-01-23 11:11:04
145,5.918,2022-01-23 11:32:25
151,6.056,2022-01-23 11:52:37
139,5.566,2022-01-23 12:12:24
155,5.462,2022-01-23 12:33:29
176,5.504,2022-01-23 12:53:07
126,10.256,2022-01-23 13:32:36
146,4.388,2022-01-23 13:52:48
175,5.19,2022-01-23 14:12:37
156,5.26,2022-01-23 14:32:38
134,6.104,2022-01-23 14:54:41
161,5.272,2022-01-23 15:14:23
140,6.344,2022-01-23 15:36:44
150,5.716,2022-01-23 15:57:40
183,5.62,2022-01-23 16:19:40
131,5.458,2022-01-23 16:41:01
167,5.912,2022-01-23 17:02:08
125,5.694,2022-01-23 17:21:50
129,6.486,2022-01-23 17:43:36
154,6.368,2022-01-23 18:03:19
138,6.614,2022-01-23 18:23:46
179,6.988,2022-01-23 18:45:03
133,7.232,2022-01-23 19:04:56
184,7.324,2022-01-23 19:25:10
165,16.644,2022-01-23 20:08:58
147,8.226,2022-01-23 20:30:20
169,7.958,2022-01-23 20:50:45
171,8.25,2022-01-23 21:11:15
149,7.884,2022-01-23 21:31:15
